Unit,Way,Keel_Date,Delivery_Date,Yard_Cost, Procurement_Cost,Facilities_Cost,Admin_Cost,TC,VC,FC,Yard,Direct_Hours,Indirect_Hours,Total_ManHours,Way_Days,Outfitting_Days,Total_Production_Days
157,4,2/1/43,3/22/43,737947,888165,57738,16686.282,1700536.282,1626112,74424.282,Oregon,273526,110154,383680,37,12,49
158,3,2/1/43,3/24/43,749202,888165,58137,16801.593,1712305.593,1637367,74938.593,Oregon,278637,112145,390782,40,11,51
159,1,2/3/43,3/27/43,727438,888165,57365,16578.485,1689546.485,1615603,73943.485,Oregon,268753,108143,376896,39,13,52
160,2,2/5/43,3/25/43,729087,888165,57423,16595.247,1691270.247,1617252,74018.247,Oregon,269502,108467,377969,38,10,48
161,11,2/5/43,3/28/43,734425,888165,57613,16650.157,1696853.157,1622590,74263.157,Oregon,271927,109352,381279,38,13,51
162,10,2/6/43,3/30/43,710320,888165,56757,16402.773,1671644.773,1598485,73159.773,Oregon,260980,104987,365967,39,13,52
163,9,2/9/43,3/31/43,710836,888165,56775,16407.975,1672183.975,1599001,73182.975,Oregon,261214,105130,366344,38,12,50
164,8,2/9/43,4/2/43,703329,888165,56509,16331.101,1664334.101,1591494,72840.101,Oregon,257804,103901,361705,40,12,52
165,7,2/14/43,4/4/43,706831,888165,56633,16366.937,1667995.937,1594996,72999.937,Oregon,259394,104652,364046,39,10,49
166,6,2/17/43,4/6/43,712009,888165,56817,16420.113,1673411.113,1600174,73237.113,Oregon,261746,105628,367374,37,11,48
167,5,2/17/43,4/8/43,710377,888165,56759,16403.351,1671704.351,1598542,73162.351,Oregon,261006,105350,366356,38,12,50
168,3,2/18/43,4/11/43,710923,888165,56778,16408.842,1672274.842,1599088,73186.842,Oregon,261253,105533,366786,38,14,52
169,2,2/18/43,4/13/43,727396,888165,57363,16577.907,1689501.907,1615561,73940.907,Oregon,268734,108592,377326,38,16,54
170,4,2/19/43,4/9/43,702126,888165,56466,16318.674,1663075.674,1590291,72784.674,Oregon,257257,103895,361152,38,11,49
171,1,2/23/43,4/15/43,729264,888165,57429,16596.981,1691454.981,1617429,74025.981,Oregon,269583,108907,378490,37,14,51
172,11,2/24/43,4/17/43,719130,888165,57070,16493.23,1680858.23,1607295,73563.23,Oregon,264980,107035,372015,40,12,52
173,10,2/28/43,4/19/43,717110,888165,56998,16472.422,1678745.422,1605275,73470.422,Oregon,264062,106689,370751,40,10,50
174,9,3/4/43,4/21/43,698908,888165,56352,16285.728,1659710.728,1587073,72637.728,Oregon,255796,103348,359144,37,11,48
175,8,3/4/43,4/22/43,691461,888165,56087,16209.143,1651922.143,1579626,72296.143,Oregon,252414,102059,354473,39,10,49
176,7,3/8/43,4/24/43,711563,888165,56801,16415.489,1672944.489,1599728,73216.489,Oregon,261544,105802,367346,37,10,47
177,6,3/10/43,4/26/43,692962,888165,56141,16224.749,1653492.749,1581127,72365.749,Oregon,253096,102400,355496,37,10,47
178,5,3/10/43,4/27/43,698569,888165,56340,16282.26,1659356.26,1586734,72622.26,Oregon,255642,103463,359105,39,9,48
179,4,3/11/43,4/29/43,683600,888165,55808,16128.512,1643701.512,1571765,71936.512,Oregon,248844,100776,349620,42,7,49
180,3,3/13/43,4/30/43,669987,888165,55325,15988.925,1629465.925,1558152,71313.925,Oregon,241666,97966,339632,38,10,48
181,2,3/18/43,5/3/43,675824,888165,55532,16048.748,1635569.748,1563989,71580.748,Oregon,245351,99479,344830,35,11,46
182,,3/19/43,5/5/43,686105,888165,55897,16154.233,1646321.233,1574270,72051.233,Oregon,249383,102878,352261,35,12,47
183,,3/20/43,5/6/43,692109,888165,56110,16215.79,1652599.79,1580274,72325.79,Oregon,251336,103737,355073,35,12,47
184,,3/24/43,5/8/43,693734,888165,56168,16232.552,1654299.552,1581899,72400.552,Oregon,255307,105497,360804,35,10,45
185,,3/28/43,5/10/43,675682,888165,55527,16047.303,1635421.303,1563847,71574.303,Oregon,245998,101768,347766,34,9,43
186,,3/29/43,5/12/43,678645,888165,55630,16077.07,1638517.07,1566810,71707.07,Oregon,246047,101916,347963,36,8,44
187,,3/30/43,5/18/43,677362,888165,55587,16064.643,1637178.643,1565527,71651.643,Oregon,243959,101804,345763,38,11,49
188,,4/1/43,5/20/43,679437,888165,55660,16085.74,1639347.74,1567602,71745.74,Oregon,245945,102901,348846,39,10,49
189,,4/2/43,5/15/43,671719,888165,55386,16006.554,1631276.554,1559884,71392.554,Oregon,244799,101835,346634,33,10,43
190,,4/3/43,5/13/43,686659,888165,55917,16160.013,1646901.013,1574824,72077.013,Oregon,248886,103319,352205,32,8,40
191,,4/3/43,5/22/43,673178,888165,55438,16021.582,1632802.582,1561343,71459.582,Oregon,244461,102457,346918,38,11,49
192,,4/4/43,5/17/43,668694,888165,55279,15975.631,1628113.631,1556859,71254.631,Oregon,242311,100952,343263,34,9,43
193,,4/7/43,5/24/43,666040,888165,55185,15948.465,1625338.465,1554205,71133.465,Oregon,240468,100976,341444,37,10,47
194,,4/9/43,5/26/43,680638,888165,55703,16098.167,1640604.167,1568803,71801.167,Oregon,244900,103003,347903,37,10,47
195,,4/12/43,5/29/43,673786,888165,55460,16027.94,1633438.94,1561951,71487.94,Oregon,243620,102903,346523,35,12,47
196,,4/14/43,5/27/43,669895,888165,55321,15987.769,1629368.769,1558060,71308.769,Oregon,240114,101205,341319,34,9,43
197,,4/14/43,5/31/43,681912,888165,55748,16111.172,1641936.172,1570077,71859.172,Oregon,245966,104096,350062,36,11,47
198,,4/15/43,6/2/43,677447,888165,55590,16065.51,1637267.51,1565612,71655.51,Oregon,242433,102742,345175,39,9,48
199,,4/19/43,6/3/43,669783,888165,55317,15986.613,1629251.613,1557948,71303.613,Oregon,237839,100976,338815,34,11,45
200,,4/22/43,6/7/43,678459,888165,55626,16075.914,1638325.914,1566624,71701.914,Oregon,242019,103061,345080,34,12,46
201,,4/23/43,6/5/43,664193,888165,55119,15929.391,1623406.391,1552358,71048.391,Oregon,237123,100812,337935,31,12,43
202,,4/26/43,6/9/43,697554,888165,56304,16271.856,1658294.856,1585719,72575.856,Oregon,250373,106774,357147,33,11,44
203,,4/26/43,6/11/43,691954,888165,56105,16214.345,1652438.345,1580119,72319.345,Oregon,246987,105529,352516,35,11,46
204,,4/26/43,6/16/43,683327,888165,55798,16125.622,1643415.622,1571492,71923.622,Oregon,246117,105675,351792,41,10,51
205,,4/27/43,6/13/43,689899,888165,56032,16193.248,1650289.248,1578064,72225.248,Oregon,249986,107070,357056,35,12,47
206,,4/27/43,6/18/43,688061,888165,55966,16174.174,1648366.174,1576226,72140.174,Oregon,247819,106582,354401,40,12,52
207,,4/27/43,6/20/43,679119,888165,55649,16082.561,1639015.561,1567284,71731.561,Oregon,246951,106389,353340,41,13,54
208,,4/28/43,6/15/43,679966,888165,55679,16091.231,1639901.231,1568131,71770.231,Oregon,244119,104649,348768,35,13,48
209,,6/22/43,6/22/43,674798,888165,55496,16038.344,1634497.344,1562963,71534.344,Oregon,244542,105500,350042,,,
210,,6/23/43,6/23/43,675780,888165,55530,16048.17,1635523.17,1563945,71578.17,Oregon,244981,105811,350792,,,
211,,6/25/43,6/25/43,684213,888165,55830,16134.87,1644342.87,1572378,71964.87,Oregon,248239,107414,355653,,,
212,,6/27/43,6/27/43,674652,888165,55490,16036.61,1634343.61,1562817,71526.61,Oregon,246092,106651,352743,,,
213,,6/29/43,6/29/43,665385,888165,55161,15941.529,1624652.529,1553550,71102.529,Oregon,242448,105189,347637,,,
214,,6/30/43,6/30/43,676202,888165,55545,16052.505,1635964.505,1564367,71597.505,Oregon,245130,106444,351574,,,
215,,7/2/43,7/2/43,679342,888165,55657,16084.873,1639248.873,1567507,71741.873,Oregon,248455,108045,356500,,,
216,,7/4/43,7/4/43,686699,888165,55918,16160.302,1646942.302,1574864,72078.302,Oregon,253368,110224,363592,,,
217,,7/6/43,7/6/43,676883,888165,55570,16059.73,1636677.73,1565048,71629.73,Oregon,247432,107747,355179,,,
218,,7/8/43,7/8/43,695469,888165,56230,16250.47,1656114.47,1583634,72480.47,Oregon,253624,110433,364057,,,
219,,7/9/43,7/9/43,690486,888165,56053,16199.317,1650903.317,1578651,72252.317,Oregon,251820,109677,361497,,,
220,,7/11/43,7/11/43,688600,888165,55986,16179.954,1648930.954,1576765,72165.954,Oregon,250092,108908,359000,,,
221,,7/13/43,7/13/43,697068,888165,56286,16266.654,1657785.654,1585233,72552.654,Oregon,253733,110547,364280,,,
222,,7/14/43,7/14/43,702173,888165,56468,16319.252,1663125.252,1590338,72787.252,Oregon,254083,110750,364833,,,
223,,7/16/43,7/16/43,685659,888165,55881,16149.609,1645854.609,1573824,72030.609,Oregon,247791,108114,355905,,,
224,,7/18/43,7/18/43,696320,888165,56260,16259.14,1657004.14,1584485,72519.14,Oregon,253205,110587,363792,,,
225,,7/20/43,7/20/43,687112,888165,55933,16164.637,1647374.637,1575277,72097.637,Oregon,246823,107861,354684,,,
226,,7/22/43,7/22/43,705373,888165,56581,16351.909,1666470.909,1593538,72932.909,Oregon,254825,111462,366287,,,
227,,7/24/43,7/24/43,708600,888165,56696,16385.144,1669846.144,1596765,73081.144,Oregon,257523,112783,370306,,,
228,,7/25/43,7/25/43,689824,888165,56029,16192.381,1650210.381,1577989,72221.381,Oregon,249333,109259,358592,,,
229,,7/27/43,7/27/43,698302,888165,56330,16279.37,1659076.37,1586467,72609.37,Oregon,251307,110252,361559,,,
230,,7/29/43,7/29/43,709792,888165,56736,16396.704,1671089.704,1597957,73132.704,Oregon,255883,112307,368190,,,
231,,7/31/43,7/31/43,712288,888165,56827,16423.003,1673703.003,1600453,73250.003,Oregon,259326,113893,373219,,,
232,,8/2/43,8/2/43,689440,888165,56015,16188.335,1649808.335,1577605,72203.335,Oregon,248391,109154,357545,,,
233,,8/4/43,8/4/43,697365,888165,56297,16269.833,1658096.833,1585530,72566.833,Oregon,250631,110135,360766,,,
234,,8/5/43,8/5/43,694842,888165,56207,16243.823,1655457.823,1583007,72450.823,Oregon,248054,109031,357085,,,
235,,8/7/43,8/7/43,684102,888165,55826,16133.714,1644226.714,1572267,71959.714,Oregon,246811,108437,355248,,,
236,,8/9/43,8/9/43,691437,888165,56086,16208.854,1651896.854,1579602,72294.854,Oregon,248203,109047,357250,,,
237,,8/10/43,8/10/43,687516,888165,55947,16168.683,1647796.683,1575681,72115.683,Oregon,245712,107904,353616,,,
238,,8/12/43,8/12/43,709723,888165,56736,16396.704,1671020.704,1597888,73132.704,Oregon,253816,111429,365245,,,
239,,8/14/43,8/14/43,694642,888165,56200,16241.8,1655248.8,1582807,72441.8,Oregon,250010,109694,359704,,,
240,,8/16/43,8/16/43,685172,888165,55864,16144.696,1645345.696,1573337,72008.696,Oregon,244801,107368,352169,,,
241,,8/17/43,8/17/43,700530,888165,56409,16302.201,1661406.201,1588695,72711.201,Oregon,248770,109022,357792,,,
242,,8/19/43,8/19/43,690400,888165,56050,16198.45,1650813.45,1578565,72248.45,Oregon,245206,107380,352586,,,
243,,8/21/43,8/21/43,664894,888165,55144,15936.616,1624139.616,1553059,71080.616,Oregon,237221,103738,340959,,,
244,,8/23/43,8/23/43,672489,888165,55414,16014.646,1632082.646,1560654,71428.646,Oregon,238481,104210,342691,,,
245,,8/25/43,8/25/43,683629,888165,55809,16128.801,1643731.801,1571794,71937.801,Oregon,241495,105442,346937,,,
246,,8/26/43,8/26/43,677522,888165,55592,16066.088,1637345.088,1565687,71658.088,Oregon,238163,103838,342001,,,
247,,8/28/43,8/28/43,653759,888165,54749,15822.461,1612495.461,1541924,70571.461,Oregon,231364,100758,332122,,,
248,,8/30/43,8/30/43,657585,888165,54884,15861.476,1616495.476,1545750,70745.476,Oregon,231083,100538,331621,,,
249,,9/1/43,9/1/43,676908,888165,55570,16059.73,1636702.73,1565073,71629.73,Oregon,236582,102790,339372,,,
250,,9/2/43,9/2/43,671063,888165,55363,15999.907,1630590.907,1559228,71362.907,Oregon,233137,101135,334272,,,
251,,9/4/43,9/4/43,665404,888165,55162,15941.818,1624672.818,1553569,71103.818,Oregon,233723,101171,334894,,,
252,,9/5/43,9/5/43,655451,888165,54809,15839.801,1614264.801,1543616,70648.801,Oregon,231108,99834,330942,,,
253,,9/7/43,9/7/43,660935,888165,55003,15895.867,1619998.867,1549100,70898.867,Oregon,229287,98917,328204,,,
254,,9/9/43,9/9/43,672153,888165,55402,16011.178,1631731.178,1560318,71413.178,Oregon,213298,117449,330747,,,
255,,9/9/43,9/9/43,663237,888165,55085,15919.565,1622406.565,1551402,71004.565,Oregon,228501,97899,326400,,,
256,,9/11/43,9/11/43,641864,888165,54326,15700.214,1600055.214,1530029,70026.214,Oregon,222146,94707,316853,,,
257,,9/12/43,9/12/43,649704,888165,54605,15780.845,1608254.845,1537869,70385.845,Oregon,223443,95079,318522,,,
258,,9/13/43,9/13/43,635024,888165,54083,15629.987,1592901.987,1523189,69712.987,Oregon,215487,91398,306885,,,
259,,9/14/43,9/14/43,645842,888165,54467,15740.963,1604214.963,1534007,70207.963,Oregon,219440,92674,312114,,,
260,,9/16/43,9/16/43,645615,888165,54459,15738.651,1603977.651,1533780,70197.651,Oregon,219716,92370,312086,,,
261,,9/18/43,9/18/43,646557,888165,54493,15748.477,1604963.477,1534722,70241.477,Oregon,221854,92852,314706,,,
262,,9/19/43,9/19/43,659364,888165,54948,15879.972,1618356.972,1547529,70827.972,Oregon,225692,94269,319961,,,
263,,9/20/43,9/20/43,664821,888165,55141,15935.749,1624062.749,1552986,71076.749,Oregon,224543,93552,318095,,,
264,,9/22/43,9/22/43,645793,888165,54466,15740.674,1604164.674,1533958,70206.674,Oregon,218490,90635,309125,,,
265,,9/23/43,9/23/43,637243,888165,54162,15652.818,1595222.818,1525408,69814.818,Oregon,215187,89124,304311,,,
266,,9/24/43,9/24/43,658318,888165,54910,15868.99,1617261.99,1546483,70778.99,Oregon,224814,93015,317829,,,
267,,9/25/43,9/25/43,626439,888165,53778,15541.842,1583923.842,1514604,69319.842,Oregon,212128,87425,299553,,,
268,,9/27/43,9/27/43,626629,888165,53785,15543.865,1584122.865,1514794,69328.865,Oregon,209477,86154,295631,,,
269,,9/28/43,9/28/43,640072,888165,54263,15682.007,1598182.007,1528237,69945.007,Oregon,215584,88578,304162,,,
270,,9/29/43,9/29/43,637048,888165,54155,15650.795,1595018.795,1525213,69805.795,Oregon,215755,88727,304482,,,
271,,9/30/43,9/30/43,634610,888165,54069,15625.941,1592469.941,1522775,69694.941,Oregon,214624,88208,302832,,,
272,,9/30/43,9/30/43,643997,888165,54402,15722.178,1602286.178,1532162,70124.178,Oregon,219211,90007,309218,,,
273,,10/2/43,10/2/43,628318,888165,53845,15561.205,1585889.205,1516483,69406.205,Oregon,212821,87373,300194,,,
274,,10/4/43,10/4/43,655718,888165,54819,15842.691,1614544.691,1543883,70661.691,Oregon,223227,91912,315139,,,
275,,10/6/43,10/6/43,648638,888165,54567,15769.863,1607139.863,1536803,70336.863,Oregon,220435,91183,311618,,,
276,,10/8/43,10/8/43,644952,888165,54436,15732.004,1603285.004,1533117,70168.004,Oregon,219217,91227,310444,,,
277,,10/10/43,10/10/43,668283,888165,55264,15971.296,1627683.296,1556448,71235.296,Oregon,230534,96577,327111,,,
278,,10/12/43,10/12/43,624408,888165,53706,15521.034,1581800.034,1512573,69227.034,Oregon,211167,90573,301740,,,
279,,10/14/43,10/14/43,626921,888165,53796,15547.044,1584429.044,1515086,69343.044,Oregon,211558,91480,303038,,,
280,,10/16/43,10/16/43,609626,888165,53182,15369.598,1566342.598,1497791,68551.598,Oregon,204901,89149,294050,,,
281,,10/17/43,10/17/43,629015,888165,53870,15568.43,1586618.43,1517180,69438.43,Oregon,213517,93194,306711,,,
282,,10/19/43,10/19/43,630114,888165,53909,15579.701,1587767.701,1518279,69488.701,Oregon,212426,93252,305678,,,
283,,10/21/43,10/21/43,613763,888165,53328,15411.792,1570667.792,1501928,68739.792,Oregon,206556,91174,297730,,,
284,,10/23/43,10/23/43,607913,888165,53121,15351.969,1564550.969,1496078,68472.969,Oregon,204684,90855,295539,,,
285,,10/24/43,10/24/43,603097,888165,52950,15302.55,1559514.55,1491262,68252.55,Oregon,204392,91281,295673,,,
286,,10/26/43,10/26/43,628172,888165,53840,15559.76,1585736.76,1516337,69399.76,Oregon,213559,95828,309387,,,
287,,10/28/43,10/28/43,629632,888165,53892,15574.788,1587263.788,1517797,69466.788,Oregon,212350,95766,308116,,,
288,,10/29/43,10/29/43,619493,888165,53532,15470.748,1576660.748,1507658,69002.748,Oregon,209085,94984,304069,,,
289,,10/31/43,10/31/43,623778,888165,53684,15514.676,1581141.676,1511943,69198.676,Oregon,213716,97696,311412,,,
290,,11/2/43,11/2/43,639563,888165,54244,15676.516,1597648.516,1527728,69920.516,Oregon,218956,100432,319388,,,
291,,11/4/43,11/4/43,632552,888165,53996,15604.844,1590317.844,1520717,69600.844,Oregon,215211,99051,314262,,,
292,,11/6/43,11/6/43,626899,888165,53795,15546.755,1584405.755,1515064,69341.755,Oregon,212011,98018,310029,,,
293,,11/8/43,11/8/43,632784,888165,54004,15607.156,1590560.156,1520949,69611.156,Oregon,216587,100493,317080,,,
294,,11/10/43,11/10/43,656581,888165,54849,15851.361,1615446.361,1544746,70700.361,Oregon,226405,105212,331617,,,
295,,11/12/43,11/12/43,632722,888165,54002,15606.578,1590495.578,1520887,69608.578,Oregon,216478,100833,317311,,,
296,,11/14/43,11/14/43,656793,888165,54856,15853.384,1615667.384,1544958,70709.384,Oregon,224834,104907,329741,,,
297,,11/16/43,11/16/43,660468,888165,54987,15891.243,1619511.243,1548633,70878.243,Oregon,226313,105818,332131,,,
298,,11/18/43,11/18/43,678683,888165,55634,16078.226,1638560.226,1566848,71712.226,Oregon,233755,109467,343222,,,
299,,11/20/43,11/20/43,687883,888165,55960,16172.44,1648180.44,1576048,72132.44,Oregon,236862,111178,348040,,,
300,,11/22/43,11/22/43,653787,888165,54750,15822.75,1612524.75,1541952,70572.75,Oregon,222923,104871,327794,,,
301,,11/24/43,11/24/43,658302,888165,54910,15868.99,1617245.99,1546467,70778.99,Oregon,224324,105691,330015,,,
302,,11/24/43,11/24/43,671961,888165,55395,16009.155,1631530.155,1560126,71404.155,Oregon,229956,108478,338434,,,
303,,11/28/43,11/28/43,670726,888165,55351,15996.439,1630238.439,1558891,71347.439,Oregon,228498,108177,336675,,,
304,,12/1/43,12/1/43,661119,888165,55010,15897.89,1620191.89,1549284,70907.89,Oregon,223252,105930,329182,,,
305,,12/3/43,12/3/43,671175,888165,55367,16001.063,1630708.063,1559340,71368.063,Oregon,230160,109454,339614,,,
306,,12/5/43,12/5/43,676857,888165,55569,16059.441,1636650.441,1565022,71628.441,Oregon,230960,109932,340892,,,
307,,12/7/43,12/7/43,670845,888165,55355,15997.595,1630362.595,1559010,71352.595,Oregon,226931,108302,335233,,,
308,,12/9/43,12/9/43,660048,888165,54972,15886.908,1619071.908,1548213,70858.908,Oregon,224921,107629,332550,,,
309,,12/11/43,12/11/43,663901,888165,55109,15926.501,1623101.501,1552066,71035.501,Oregon,227170,108927,336097,,,
310,,12/13/43,12/13/43,683563,888165,55807,16128.223,1643663.223,1571728,71935.223,Oregon,232458,111474,343932,,,
311,,12/15/43,12/15/43,709316,888165,56721,16392.369,1670594.369,1597481,73113.369,Oregon,242163,116459,358622,,,
312,,12/17/43,12/17/43,675812,888165,55532,16048.748,1635557.748,1563977,71580.748,Oregon,230785,111112,341897,,,
313,,12/19/43,12/19/43,696565,888165,56268,16261.452,1657259.452,1584730,72529.452,Oregon,241636,116515,358151,,,
314,,12/21/43,12/21/43,707857,888165,56669,16377.341,1669068.341,1596022,73046.341,Oregon,246286,118870,365156,,,
315,,12/23/43,12/23/43,728989,888165,57416,16593.224,1691163.224,1617154,74009.224,Oregon,254339,123082,377421,,,
316,,12/27/43,12/27/43,703304,888165,56508,16330.812,1664307.812,1591469,72838.812,Oregon,246320,119334,365654,,,
317,,12/29/43,12/29/43,703407,888165,56511,16331.679,1664414.679,1591572,72842.679,Oregon,246153,119502,365655,,,
318,,12/31/43,12/31/43,703416,888165,56512,16331.968,1664424.968,1591581,72843.968,Oregon,244740,119008,363748,,,
319,,12/31/43,12/31/43,725608,888165,57300,16559.7,1687632.7,1613773,73859.7,Oregon,253254,123551,376805,,,
320,,1/4/44,1/4/44,722061,888165,57174,16523.286,1683923.286,1610226,73697.286,Oregon,252985,123828,376813,,,
321,,1/6/44,1/6/44,772298,888165,58957,17038.573,1736458.573,1660463,75995.573,Oregon,270888,132878,403766,,,
322,,1/7/44,1/7/44,839362,888165,61339,17726.971,1806592.971,1727527,79065.971,Oregon,297237,146240,443477,,,
323,,1/8/44,1/8/44,812278,888165,60377,17448.953,1778268.953,1700443,77825.953,Oregon,287064,141809,428873,,,
324,,1/12/44,1/12/44,841091,888165,61400,17744.6,1808400.6,1729256,79144.6,Oregon,297040,147134,444174,,,
325,,1/15/44,1/15/44,829913,888165,61003,17629.867,1796710.867,1718078,78632.867,Oregon,292776,145263,438039,,,
326,,1/18/44,1/18/44,858270,888165,62010,17920.89,1826365.89,1746435,79930.89,Oregon,301136,149799,450935,,,
